sku,instanceType,family,regionCode,location,operatingSystem,tenancy,vcpu,memory_gb,price_usd_hour,unit,price_per_vcpu,price_per_gb
JMJU5PCHH7K2DQN2,m6i.32xlarge,m6i,sa-east-1,South America (Sao Paulo),Linux,Shared,128.0,512.0,9.792,Hrs,0.0765,0.019125
JNAJX47QQEB35DYN,i3.metal,i3,sa-east-1,South America (Sao Paulo),Linux,Shared,72.0,512.0,7.968,Hrs,0.1106666666666666,0.0155625
JNNY5WF8TT6CNYY5,r7g.large,r7g,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,16.0,0.1704,Hrs,0.0852,0.01065
JRPMDMHRHNVPVPGY,r6gd.12xlarge,r6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,384.0,4.3776,Hrs,0.0912,0.0114
JRRFY2C2V3KB63CJ,i3.large,i3,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,15.25,0.249,Hrs,0.1245,0.016327868852459
JWQZMMPYKWKF5FP9,c7i-flex.xlarge,c7i-flex,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,8.0,0.26135,Hrs,0.0653375,0.03266875
JYY3WNZPZ9HMYHQD,c6id.16xlarge,c6id,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,128.0,5.0064,Hrs,0.078225,0.0391125
K3SUFHP447XUMECQ,c7i-flex.16xlarge,c7i-flex,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,128.0,4.18152,Hrs,0.06533625,0.032668125
K64ANW6PJWSG79GG,r5d.8xlarge,r5d,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,256.0,3.648,Hrs,0.114,0.01425
K72HCH6K53Y2AY5Q,i3en.xlarge,i3en,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,32.0,0.72,Hrs,0.18,0.0225
K7V5RA8ZCR2EDSVS,i3en.3xlarge,i3en,sa-east-1,South America (Sao Paulo),Linux,Shared,12.0,96.0,2.16,Hrs,0.18,0.0225
KCPDXGV7EM6VUPTF,m5d.large,m5d,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,8.0,0.18,Hrs,0.09,0.0225
KDEF377GZKPPYTN8,inf2.24xlarge,inf2,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,384.0,11.03408,Hrs,0.1149383333333333,0.0287345833333333
KGH98NFDKQCSS2C2,c6gn.xlarge,c6gn,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,8.0,0.266,Hrs,0.0665,0.03325
KJGTQN2725TC3JA4,m5d.metal,m5d,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,384.0,8.64,Hrs,0.09,0.0225
KK8QKQTGXPEDYPWH,r5b.metal,r5b,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,768.0,11.376,Hrs,0.1185,0.0148125
KNKAY82XKF92A439,r5n.4xlarge,r5n,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,128.0,1.888,Hrs,0.118,0.01475
KPKPP6DZT2YKGUXE,c7gd.medium,c7gd,sa-east-1,South America (Sao Paulo),Linux,Shared,1.0,2.0,0.0704,Hrs,0.0704,0.0352
KSSSZ3F8S9EXDHGY,g5.8xlarge,g5,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,128.0,4.16111,Hrs,0.1300346875,0.032508671875
KTX38DJAHNS7ZUH7,r5.12xlarge,r5,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,384.0,4.824,Hrs,0.1004999999999999,0.0125624999999999
KZ3XQFJ74STTD6BD,c7gd.12xlarge,c7gd,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,96.0,3.3792,Hrs,0.0704,0.0352
M2US25JW5WH7994Q,c7i.8xlarge,c7i,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,64.0,2.2008,Hrs,0.068775,0.0343875
M3UZ7VETPQXWWXF8,m6id.metal,m6id,sa-east-1,South America (Sao Paulo),Linux,Shared,128.0,512.0,12.096,Hrs,0.0945,0.023625
M6GCPQTQDNQK5XUW,m1.small,m1,sa-east-1,South America (Sao Paulo),Linux,Shared,1.0,1.7,0.058,Hrs,0.058,0.0341176470588235
M6YSAANBRW8JJC84,t3a.micro,t3a,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,1.0,0.0151,Hrs,0.00755,0.0151
MCW62HHPXBB43GAM,m8g.16xlarge,m8g,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,256.0,4.57792,Hrs,0.07153,0.0178825
MD2REDTVEQDNK4XJ,t1.micro,t1,sa-east-1,South America (Sao Paulo),Linux,Shared,1.0,0.613,0.027,Hrs,0.027,0.0440456769983686
ME43HB3UXSFAG2JB,t3a.nano,t3a,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,0.5,0.0076,Hrs,0.0038,0.0152
MH46QFEQ5GTKU5HZ,m6a.24xlarge,m6a,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,384.0,6.6096,Hrs,0.06885,0.0172125
MHH3W387ZRJC7GZY,g6.24xlarge,g6,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,384.0,11.34651,Hrs,0.1181928125,0.029548203125
MJ6FEH2ZD4U79WS8,m6gd.xlarge,m6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,16.0,0.288,Hrs,0.072,0.018
MMRPJ5749YTU6245,c5d.12xlarge,c5d,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,96.0,3.576,Hrs,0.0745,0.03725
MQWEBPJKYZHZCC33,m5ad.16xlarge,m5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,256.0,5.28,Hrs,0.0825,0.020625
MR3NCU2GHXNVGXBE,r4.4xlarge,r4,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,122.0,2.24,Hrs,0.14,0.0183606557377049
MRGYKNWDMZFV6BNQ,c8g.xlarge,c8g,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,8.0,0.24436,Hrs,0.06109,0.030545
MRRBT7GENTW4CPRQ,r6g.medium,r6g,sa-east-1,South America (Sao Paulo),Linux,Shared,1.0,8.0,0.0804,Hrs,0.0804,0.01005
MTCMFRFHUJX7HU9A,c5d.18xlarge,c5d,sa-east-1,South America (Sao Paulo),Linux,Shared,72.0,144.0,5.364,Hrs,0.0745,0.03725
MTPKB4HBY9C5NNNU,r5.metal,r5,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,768.0,9.648,Hrs,0.1004999999999999,0.0125624999999999
MVGWQS6J253VZQ53,m5d.8xlarge,m5d,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,128.0,2.88,Hrs,0.09,0.0225
N2UYZS4S5EXGACA5,m7g.12xlarge,m7g,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,192.0,3.1212,Hrs,0.065025,0.01625625
N5WAM6UWSFBS5DNC,r5n.24xlarge,r5n,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,768.0,11.328,Hrs,0.118,0.01475
N8EMAAZ9ATBJDTMT,m6id.12xlarge,m6id,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,192.0,4.536,Hrs,0.0944999999999999,0.0236249999999999
N8RSAX23TEJNVGY6,r6g.metal,r6g,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,512.0,5.1456,Hrs,0.0804,0.01005
N9M5QTVG8KCBEGXT,c6a.32xlarge,c6a,sa-east-1,South America (Sao Paulo),Linux,Shared,128.0,256.0,7.5456,Hrs,0.05895,0.029475
N9MKTMDX7QWGM9QV,c7gd.metal,c7gd,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,128.0,4.5056,Hrs,0.0704,0.0352
N9P7GUV3K94APCDB,r5b.24xlarge,r5b,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,768.0,11.376,Hrs,0.1185,0.0148125
NDNTY36JSFYYASZ4,x1e.xlarge,x1e,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,122.0,1.626,Hrs,0.4065,0.013327868852459
NFEEYEDEZCU56WCD,c6a.8xlarge,c6a,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,64.0,1.8864,Hrs,0.05895,0.029475
NPQ4Y22N5ZG8A6GQ,r5.2xlarge,r5,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,64.0,0.804,Hrs,0.1005,0.0125625
NPSGJK8YZRP728FS,m6g.16xlarge,m6g,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,256.0,3.9168,Hrs,0.0612,0.0153
NRR5Q8QEXJNK72NF,r5ad.16xlarge,r5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,512.0,6.656,Hrs,0.104,0.013
NS432PSMCDW7NUYS,inf1.xlarge,inf1,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,8.0,0.377,Hrs,0.09425,0.047125
NU6NYF95REVGS9DJ,x2iedn.xlarge,x2iedn,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,128.0,1.62563,Hrs,0.4064075,0.012700234375
NVUUK68HKWKTGHGY,t3.small,t3,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,2.0,0.0336,Hrs,0.0168,0.0168
NXAU2M3KSE5AEQT5,r3.large,r3,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,15.25,0.35,Hrs,0.175,0.0229508196721311
NXM6EPF2MSVNAPR7,c5ad.8xlarge,c5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,64.0,2.144,Hrs,0.067,0.0335
NZV2C3DSVZSGQV6B,c6id.large,c6id,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,4.0,0.15645,Hrs,0.078225,0.0391125
P5GRUYACKWUXJ8AX,r5n.8xlarge,r5n,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,256.0,3.776,Hrs,0.118,0.01475
P6W4YWHCVHNKT2BU,x2iedn.16xlarge,x2iedn,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,2048.0,26.01,Hrs,0.40640625,0.0127001953125
P7DZAPKCEP67S8PB,c5ad.12xlarge,c5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,96.0,3.216,Hrs,0.067,0.0335
P8TYCUD23CFMB728,t3.medium,t3,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,4.0,0.0672,Hrs,0.0336,0.0168
PCAVZP88BRTETJH3,c5ad.large,c5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,4.0,0.134,Hrs,0.067,0.0335
PCFJ72CF28TXA44T,m6gd.16xlarge,m6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,256.0,4.608,Hrs,0.072,0.018
PCNK23PTYJBKYS7F,x2iedn.32xlarge,x2iedn,sa-east-1,South America (Sao Paulo),Linux,Shared,128.0,4096.0,52.02,Hrs,0.40640625,0.0127001953125
PDY52X9T9DZY9CT5,m2.2xlarge,m2,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,34.2,0.645,Hrs,0.16125,0.018859649122807
PF2WEWRJKHYEW8VE,m5zn.12xlarge,m5zn,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,192.0,6.3178,Hrs,0.1316208333333333,0.0329052083333333
PFYN8HFRM9TZUZTM,r7i.metal-24xl,r7i,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,768.0,10.1304,Hrs,0.105525,0.013190625
PJ7G8CS6BEUQV7GC,r5.xlarge,r5,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,32.0,0.402,Hrs,0.1005,0.0125625
PK2EJ2R4JZR4XAZE,c6a.48xlarge,c6a,sa-east-1,South America (Sao Paulo),Linux,Shared,192.0,384.0,11.3184,Hrs,0.05895,0.029475
PK49VQR5RP8AP4FU,c6g.4xlarge,c6g,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,32.0,0.8384,Hrs,0.0524,0.0262
PVSENP84FSXQK8HB,r7g.8xlarge,r7g,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,256.0,2.727,Hrs,0.08521875,0.01065234375
PWMKDJAWK7S65AXS,i3.16xlarge,i3,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,488.0,7.968,Hrs,0.1245,0.016327868852459
PYWTACBQY4CVZMYG,c6gd.metal,c6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,128.0,3.808,Hrs,0.0595,0.02975
Q6HTSWNMCVFJPW2N,r4.8xlarge,r4,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,244.0,4.48,Hrs,0.14,0.0183606557377049
Q7SX4XECMN9BFXPR,g5.4xlarge,g5,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,64.0,2.76048,Hrs,0.17253,0.0431325
Q9YHTEMA66QP67SP,c6a.xlarge,c6a,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,8.0,0.2358,Hrs,0.05895,0.029475
QA6VBVRGB7W9SWQN,c5n.2xlarge,c5n,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,21.0,0.664,Hrs,0.083,0.0316190476190476
QAMH5U6WYKDZZPH8,c5.xlarge,c5,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,8.0,0.262,Hrs,0.0655,0.03275
QAUMMZ3KSQ55HW9K,m7gd.metal,m7gd,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,256.0,5.4432,Hrs,0.08505,0.0212625
QBPF6VCNHZCVW9FP,i3.2xlarge,i3,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,61.0,0.996,Hrs,0.1245,0.016327868852459
QCEQRA4SK6WC437U,c8g.12xlarge,c8g,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,96.0,2.93232,Hrs,0.06109,0.030545
QJ42J6ECNUDTCS8M,m7i.metal-24xl,m7i,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,384.0,7.7112,Hrs,0.080325,0.02008125
QJ92N4Q2F2JKQNAW,c7g.2xlarge,c7g,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,16.0,0.4443,Hrs,0.0555375,0.02776875
QKH5JMWTQPBB7R4Z,c6g.12xlarge,c6g,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,96.0,2.5152,Hrs,0.0524,0.0262
QVY7FXVCEYVSMBFU,i4g.2xlarge,i4g,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,64.0,0.9864,Hrs,0.1233,0.0154125
QY8NY8X6CDH9VA4P,x2idn.32xlarge,x2idn,sa-east-1,South America (Sao Paulo),Linux,Shared,128.0,2048.0,26.01,Hrs,0.203203125,0.0127001953125
R2JGHJRZ2R8E28M6,m7g.medium,m7g,sa-east-1,South America (Sao Paulo),Linux,Shared,1.0,4.0,0.065,Hrs,0.065,0.01625
R3J226M4QR44436W,t3a.medium,t3a,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,4.0,0.0605,Hrs,0.03025,0.015125
R4M7N3SXRBH23TA8,m6a.2xlarge,m6a,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,32.0,0.5508,Hrs,0.06885,0.0172125
R4XB838AEXDQ7J69,c6gd.16xlarge,c6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,128.0,3.808,Hrs,0.0595,0.02975
R9CEGK66VUD8J9MT,t3.xlarge,t3,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,16.0,0.2688,Hrs,0.0672,0.0168
RCGB7GQVGEYST77X,u-6tb1.56xlarge,u-6tb1,sa-east-1,South America (Sao Paulo),Linux,Shared,224.0,6144.0,74.02528,Hrs,0.33047,0.0120483854166666
RD3ZE3XE5V49KGZZ,c6i.4xlarge,c6i,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,32.0,1.048,Hrs,0.0655,0.03275
RDQAVGMVH6SQFNP6,c6in.12xlarge,c6in,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,96.0,4.1832,Hrs,0.08715,0.043575
RET555E352JAFSMN,c5a.4xlarge,c5a,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,32.0,0.944,Hrs,0.059,0.0295
RG5JY4G33XT63VBR,m6i.16xlarge,m6i,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,256.0,4.896,Hrs,0.0765,0.019125
RJCKYDDCXTN9Z768,m6i.8xlarge,m6i,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,128.0,2.448,Hrs,0.0765,0.019125
RN9NYVRBX7NZXEEP,m5ad.large,m5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,8.0,0.165,Hrs,0.0825,0.020625
RQF47SJFM59RCTEY,r6gd.4xlarge,r6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,128.0,1.4592,Hrs,0.0912,0.0114
RRAJ68M7ZNJ5MRXF,m6g.8xlarge,m6g,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,128.0,1.9584,Hrs,0.0612,0.0153
RSF6MCRV9PZTPVET,c6i.metal,c6i,sa-east-1,South America (Sao Paulo),Linux,Shared,128.0,256.0,8.384,Hrs,0.0655,0.03275
RXC5NHU2DS8RR379,r5n.large,r5n,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,16.0,0.236,Hrs,0.118,0.01475
RXEJTVGKGH8ZEGW3,m7i.48xlarge,m7i,sa-east-1,South America (Sao Paulo),Linux,Shared,192.0,768.0,15.4224,Hrs,0.080325,0.02008125
RYVPCSSCHHWQDY6Y,c6gn.4xlarge,c6gn,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,32.0,1.064,Hrs,0.0665,0.03325
RZ8AK8MYSYMBA5F3,c6id.12xlarge,c6id,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,96.0,3.7548,Hrs,0.078225,0.0391125
S2M8BS97FGPUHMN7,t4g.micro,t4g,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,1.0,0.0134,Hrs,0.0067,0.0134
S2VFB7GG2A62YEZG,m7i-flex.2xlarge,m7i-flex,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,32.0,0.61048,Hrs,0.07631,0.0190775
S6CPJQRDY6TB8N4Y,i4i.8xlarge,i4i,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,256.0,4.382,Hrs,0.1369375,0.0171171875
S8SHPWRKY2EMQG6C,c5.4xlarge,c5,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,32.0,1.048,Hrs,0.0655,0.03275
S8Y94HEH48G8JVFA,m8g.2xlarge,m8g,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,32.0,0.57224,Hrs,0.07153,0.0178825
S9NV57YYEFNWWBFQ,c6a.24xlarge,c6a,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,192.0,5.6592,Hrs,0.05895,0.029475
SAHZJPRV3TVMPX2P,g5.24xlarge,g5,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,384.0,13.84318,Hrs,0.1441997916666666,0.0360499479166666
SBBF82HWJAHMTPRS,r6g.16xlarge,r6g,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,512.0,5.1456,Hrs,0.0804,0.01005
SCQ2FTFP94T8Z6Y9,m6a.48xlarge,m6a,sa-east-1,South America (Sao Paulo),Linux,Shared,192.0,768.0,13.2192,Hrs,0.06885,0.0172125
SCQU7PFEDJ6GXU2C,c7g.medium,c7g,sa-east-1,South America (Sao Paulo),Linux,Shared,1.0,2.0,0.0555,Hrs,0.0555,0.02775
SCV45MVHMT9BN2FX,m7i-flex.large,m7i-flex,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,8.0,0.15262,Hrs,0.07631,0.0190775
SFRSPJJETNCRQ5CW,i4g.4xlarge,i4g,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,128.0,1.9728,Hrs,0.1233,0.0154125
SFTKZ79JEFNZ79DB,r6gd.16xlarge,r6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,512.0,5.8368,Hrs,0.0912,0.0114
SGWR26KDPMGC8Y8V,c6gn.8xlarge,c6gn,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,64.0,2.128,Hrs,0.0665,0.03325
SHGC78SGS779D38D,c7g.large,c7g,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,4.0,0.1111,Hrs,0.05555,0.027775
SHNP5QA7CZ724KBG,i4g.xlarge,i4g,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,32.0,0.4932,Hrs,0.1233,0.0154125
SHPTTVUVD5P7R2FX,c3.8xlarge,c3,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,60.0,2.6,Hrs,0.08125,0.0433333333333333
SKD8W8QM33K597NJ,r6i.32xlarge,r6i,sa-east-1,South America (Sao Paulo),Linux,Shared,128.0,1024.0,12.864,Hrs,0.1005,0.0125625
SNHT7PX2FQKPB9X4,c8g.4xlarge,c8g,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,32.0,0.97744,Hrs,0.06109,0.030545
SQVAABRTNDCV45TS,m5ad.4xlarge,m5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,64.0,1.32,Hrs,0.0825,0.020625
SU4H7KFWRTMG2JFD,r5b.xlarge,r5b,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,32.0,0.474,Hrs,0.1185,0.0148125
SUVSHFDFY62UUDAG,m6i.12xlarge,m6i,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,192.0,3.672,Hrs,0.0765,0.019125
SUWWGGR72MSFMMCK,c3.2xlarge,c3,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,15.0,0.65,Hrs,0.08125,0.0433333333333333
SVRXNPC5SAMBXFRS,m5ad.xlarge,m5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,16.0,0.33,Hrs,0.0825,0.020625
SVXCZMF2JF7XVHPD,c7i.xlarge,c7i,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,8.0,0.2751,Hrs,0.068775,0.0343875
SXGE96TXBP9RSVTB,m7gd.8xlarge,m7gd,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,128.0,2.7216,Hrs,0.08505,0.0212625
SY49RW5FGG5HRZPS,c7i.24xlarge,c7i,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,192.0,6.6024,Hrs,0.068775,0.0343875
SZFWU7Q7Q6BCYC3F,r7g.2xlarge,r7g,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,64.0,0.6818,Hrs,0.085225,0.010653125
SZNWQQ42Y7B5WJ8G,c8g.2xlarge,c8g,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,16.0,0.48872,Hrs,0.06109,0.030545
T7YTXX3EJGV6QS79,r5.24xlarge,r5,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,768.0,9.648,Hrs,0.1004999999999999,0.0125624999999999
T9AMUAYGGFDK7KCY,c6id.24xlarge,c6id,sa-east-1,South America (Sao Paulo),Linux,Shared,96.0,192.0,7.5096,Hrs,0.078225,0.0391125
TAHSV6Q3T85Y23YB,r5ad.4xlarge,r5ad,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,128.0,1.664,Hrs,0.104,0.013
TE7KAKNQZ5BDK6YX,x2idn.metal,x2idn,sa-east-1,South America (Sao Paulo),Linux,Shared,128.0,2048.0,26.01,Hrs,0.203203125,0.0127001953125
TFCXUFGE7CZW5ATY,u-18tb1.112xlarge,u-18tb1,sa-east-1,South America (Sao Paulo),Linux,Shared,448.0,18432.0,261.3,Hrs,0.5832589285714286,0.0141764322916666
TG22FX6NR7T2PQ3Q,m6g.2xlarge,m6g,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,32.0,0.4896,Hrs,0.0612,0.0153
TGMMNAS3EPHPM7FD,r4.large,r4,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,15.25,0.28,Hrs,0.14,0.0183606557377049
THXMTZ5DAXEGEMDC,m7g.large,m7g,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,8.0,0.1301,Hrs,0.06505,0.0162625
TJ4UV2AUFCNXG2HX,c6gd.8xlarge,c6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,64.0,1.904,Hrs,0.0595,0.02975
TJJXARZK6FTDB3C7,c7gd.8xlarge,c7gd,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,64.0,2.2528,Hrs,0.0704,0.0352
TJSU57CKYJCHJASK,m7gd.4xlarge,m7gd,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,64.0,1.3608,Hrs,0.08505,0.0212625
TRBTF7WUCDPWNYFM,t2.medium,t2,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,4.0,0.0744,Hrs,0.0372,0.0186
TSD5A5FNNCZJNSS5,c7i-flex.8xlarge,c7i-flex,sa-east-1,South America (Sao Paulo),Linux,Shared,32.0,64.0,2.09076,Hrs,0.06533625,0.032668125
TTA7QEYKUTUBTN8Q,g4dn.4xlarge,g4dn,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,64.0,2.046,Hrs,0.127875,0.03196875
TUAAK55WWCBY5QC5,g6.2xlarge,g6,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,32.0,1.66173,Hrs,0.20771625,0.0519290625
TUN55TG5JHDFACW5,m6g.12xlarge,m6g,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,192.0,2.9376,Hrs,0.0612,0.0153
TUPA999QZS4F8BU2,c6id.2xlarge,c6id,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,16.0,0.6258,Hrs,0.078225,0.0391125
TZ5MC8MGJ5RC8TTG,m6i.4xlarge,m6i,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,64.0,1.224,Hrs,0.0765,0.019125
TZH8JGJMXNTB7JH8,r6i.xlarge,r6i,sa-east-1,South America (Sao Paulo),Linux,Shared,4.0,32.0,0.402,Hrs,0.1005,0.0125625
TZZU5RKVTF2FNMBG,c6gd.2xlarge,c6gd,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,16.0,0.476,Hrs,0.0595,0.02975
U5FPWXHX5XARWJ8Y,m6id.4xlarge,m6id,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,64.0,1.512,Hrs,0.0945,0.023625
U9SWFZPSGQCDAKDN,c6a.16xlarge,c6a,sa-east-1,South America (Sao Paulo),Linux,Shared,64.0,128.0,3.7728,Hrs,0.05895,0.029475
UCMPKBRM8VNXN8GU,inf1.2xlarge,inf1,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,16.0,0.598,Hrs,0.07475,0.037375
UEE3HU2VB56TPEZF,m8g.4xlarge,m8g,sa-east-1,South America (Sao Paulo),Linux,Shared,16.0,64.0,1.14448,Hrs,0.07153,0.0178825
UEK7ZFJ2BEXS46SQ,g6f.large,g6f,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,8.0,0.34336,Hrs,0.17168,0.04292
UFS4KMTBWWWQ43VK,m5.2xlarge,m5,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,32.0,0.612,Hrs,0.0765,0.019125
UMX3GKDXER6RDMTX,c5a.large,c5a,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,4.0,0.118,Hrs,0.059,0.0295
UNJW37A233KXPBXD,c5.12xlarge,c5,sa-east-1,South America (Sao Paulo),Linux,Shared,48.0,96.0,3.144,Hrs,0.0655,0.03275
UP3NUBJT76RUD53J,c5.2xlarge,c5,sa-east-1,South America (Sao Paulo),Linux,Shared,8.0,16.0,0.524,Hrs,0.0655,0.03275
UT8U996N6T8HZY82,m5a.large,m5a,sa-east-1,South America (Sao Paulo),Linux,Shared,2.0,8.0,0.138,Hrs,0.069,0.01725
